アイテムID,名称,値段,ジャンル,戦闘,通常,捨てる,装飾,転生,スキルID,説明文。
304,静寂の霊石,100000,3,0,0,1,1,0,0,人形に持たせると凪の時間がいつもより長くなる。
305,後光の霊石,100000,3,0,0,1,1,0,0,人形に持たせると極光の時間がいつもより長くなる。
306,宵闇の霊石,100000,3,0,0,1,1,0,0,人形に持たせると濃霧の時間がいつもより長くなる。
307,砂塵の霊石,100000,3,0,0,1,1,0,0,人形に持たせると黄砂の時間がいつもより長くなる。
308,Item308,0,255,0,0,1,1,0,0,Item３０８。
309,Item309,0,255,0,0,1,1,0,0,Item３０９。
310,Item310,0,255,0,0,1,1,0,0,Item３１０。
311,Item311,0,255,0,0,1,1,0,0,Item３１１。
312,Item312,0,255,0,0,1,1,0,0,Item３１２。
313,Item313,0,255,0,0,1,1,0,0,Item３１３。
314,Item314,0,255,0,0,1,1,0,0,Item３１４。
315,白色の髪飾り,1000,3,0,0,1,1,0,0,純白の髪飾り。\n持たせると無属性のスキルの威力が上がる。
316,緋色の髪飾り,1000,3,0,0,1,1,0,0,燃えるような赤色の髪飾り。\n持たせると炎属性のスキルの威力が上がる。
317,瑠璃色の髪飾り,1000,3,0,0,1,1,0,0,鮮やかな青色の髪飾り。\n持たせると水属性のスキルの威力が上がる。
318,草色の髪飾り,1000,3,0,0,1,1,0,0,草の様な緑色の髪飾り。\n持たせると自然属性のスキルの威力が上がる。
319,黄土色の髪飾り,1000,3,0,0,1,1,0,0,土色をした髪飾り。\n持たせると大地属性のスキルの威力が上がる。
320,鋼色の髪飾り,1000,3,0,0,1,1,0,0,くすんだ灰色の髪飾り。\n持たせると鋼鉄属性のスキルの威力が上がる。
321,翡翠色の髪飾り,1000,3,0,0,1,1,0,0,透き通るような緑色の髪飾り。\n持たせると風属性のスキルの威力が上がる。
322,黄色の髪飾り,1000,3,0,0,1,1,0,0,澄んだ黄色の髪飾り。\n持たせると雷属性のスキルの威力が上がる。
323,虹色の髪飾り,1000,3,0,0,1,1,0,0,鮮やかな虹色に輝く髪飾り。\n持たせると光属性のスキルの威力が上がる。
324,黒色の髪飾り,1000,3,0,0,1,1,0,0,黒一色の髪飾り。\n持たせると闇属性のスキルの威力が上がる。
325,紫黒色の髪飾り,1000,3,0,0,1,1,0,0,紫がかった黒色の髪飾り。\n持たせると冥属性のスキルの威力が上がる。
326,青紫色の髪飾り,1000,3,0,0,1,1,0,0,青味を帯びた暗い紫色の髪飾り。\n持たせると毒属性のスキルの威力が上がる。
327,琥珀色の髪飾り,1000,3,0,0,1,1,0,0,透明感のある琥珀色の髪飾り。\n持たせると闘属性のスキルの威力が上がる。
328,牡丹色の髪飾り,1000,3,0,0,1,1,0,0,華やかな牡丹色の髪飾り。\n持たせると幻属性のスキルの威力が上がる。
329,縞模様の髪飾り,1000,3,0,0,1,1,0,0,黒白の縞模様の髪飾り。\n持たせると音属性のスキルの威力が上がる。
330,Item330,0,255,0,0,1,1,0,0,Item３３０。
331,Item331,0,255,0,0,1,1,0,0,Item３３１。
332,Item332,0,255,0,0,1,1,0,0,Item３３２。
333,目潰し玉,0,3,0,0,0,1,0,0,人形に持たせると野良人形との戦闘から必ず逃げられる。
334,木刀,0,3,0,0,0,1,0,0,鍛練用の木刀。\n持たせると戦闘で得られるＰＰの量が増える。
335,戦闘の教範,0,3,0,0,0,1,0,0,戦いの手引書。\n持たせると戦闘で得られる経験値が増える。
336,Item336,0,255,0,0,1,1,0,0,Item３３６。
337,レイラのお守り,0,3,0,0,0,1,0,0,四姉妹の写真の下にあったお守り。\n先頭の人形に持たせると 野良人形を寄せ付けづらくなる。
338,土着神の御利益,0,3,0,0,0,1,0,0,諏訪子から貰ったお守り。\n持たせると戦闘で得られる経験値とＰＰが倍になる。
339,Item339,0,255,0,0,1,1,0,0,Item３３９。
340,Item340,0,255,0,0,1,1,0,0,Item３４０。
341,Item341,0,255,0,0,1,1,0,0,Item３４１。
342,Item342,0,255,0,0,1,1,0,0,Item３４２。
343,Item343,0,255,0,0,1,1,0,0,Item３４３。
344,Item344,0,255,0,0,1,1,0,0,Item３４４。
345,Item345,0,255,0,0,1,1,0,0,Item３４５。
346,Item346,0,255,0,0,1,1,0,0,Item３４６。
347,Item347,0,255,0,0,1,1,0,0,Item３４７。
348,Item348,0,255,0,0,1,1,0,0,Item３４８。
349,Item349,0,255,0,0,1,1,0,0,Item３４９。
350,Item350,0,255,0,0,1,1,0,0,Item３５０。
351,Item351,0,255,0,0,1,1,0,0,Item３５１。
352,Item352,0,255,0,0,1,1,0,0,Item３５２。
353,Item353,0,255,0,0,1,1,0,0,Item３５３。
354,Item354,0,255,0,0,1,1,0,0,Item３５４。
355,Item355,0,255,0,0,1,1,0,0,Item３５５。
356,Item356,0,255,0,0,1,1,0,0,Item３５６。
357,Item357,0,255,0,0,1,1,0,0,Item３５７。
358,Item358,0,255,0,0,1,1,0,0,Item３５８。
359,Item359,0,255,0,0,1,1,0,0,Item３５９。
360,Item360,0,255,0,0,1,1,0,0,Item３６０。
361,Item361,0,255,0,0,1,1,0,0,Item３６１。
362,Item362,0,255,0,0,1,1,0,0,Item３６２。
363,Item363,0,255,0,0,1,1,0,0,Item３６３。
364,Item364,0,255,0,0,1,1,0,0,Item３６４。
365,Item365,0,255,0,0,1,1,0,0,Item３６５。
366,Item366,0,255,0,0,1,1,0,0,Item３６６。
367,Item367,0,255,0,0,1,1,0,0,Item３６７。
368,Item368,0,255,0,0,1,1,0,0,Item３６８。
369,Item369,0,255,0,0,1,1,0,0,Item３６９。
370,Item370,0,255,0,0,1,1,0,0,Item３７０。
371,Item371,0,255,0,0,1,1,0,0,Item３７１。
372,Item372,0,255,0,0,1,1,0,0,Item３７２。
373,Item373,0,255,0,0,1,1,0,0,Item３７３。
374,Item374,0,255,0,0,1,1,0,0,Item３７４。
375,Item375,0,255,0,0,1,1,0,0,Item３７５。
376,Item376,0,255,0,0,1,1,0,0,Item３７６。
377,Item377,0,255,0,0,1,1,0,0,Item３７７。
378,Item378,0,255,0,0,1,1,0,0,Item３７８。
379,Item379,0,255,0,0,1,1,0,0,Item３７９。
380,Item380,0,255,0,0,1,1,0,0,Item３８０。
381,Item381,0,255,0,0,1,1,0,0,Item３８１。
382,Item382,0,255,0,0,1,1,0,0,Item３８２。
383,Item383,0,255,0,0,1,1,0,0,Item３８３。
384,Item384,0,255,0,0,1,1,0,0,Item３８４。
385,スキルカード1,25000,4,0,1,0,0,0,106,ファイアジャベリン
386,スキルカード2,25000,4,0,1,0,0,0,155,アクアジャベリン
387,スキルカード3,25000,4,0,1,0,0,0,206,グラスジャベリン
388,スキルカード4,25000,4,0,1,0,0,0,353,ウィンドジャベリン
389,スキルカード5,25000,4,0,1,0,0,0,403,スパークジャベリン
390,スキルカード6,25000,4,0,1,0,0,0,454,ライトジャベリン
391,スキルカード7,25000,4,0,1,0,0,0,603,シャドウジャベリン
392,スキルカード8,0,4,0,1,0,0,0,20,オーバースキル
393,スキルカード9,0,4,0,1,0,0,0,22,狂乱浄瑠璃
394,スキルカード10,0,4,0,1,0,0,0,24,逆境の一手
395,スキルカード11,0,4,0,1,0,0,0,107,ライジングサン
396,スキルカード12,0,4,0,1,0,0,0,104,バーンストライク
397,スキルカード13,0,4,0,1,0,0,0,152,滝落
398,スキルカード14,0,4,0,1,0,0,0,204,飢餓の声
399,スキルカード15,0,4,0,1,0,0,0,201,タンブルプラント
400,スキルカード16,0,4,0,1,0,0,0,253,シューティングプレス
401,スキルカード17,0,4,0,1,0,0,0,254,グランドリベレイト
402,スキルカード18,0,4,0,1,0,0,0,257,ストーンスパイク
403,スキルカード19,0,4,0,1,0,0,0,303,インパクトリベリオン
404,スキルカード20,0,4,0,1,0,0,0,301,霞払い
405,スキルカード21,0,4,0,1,0,0,0,351,幻想郷直撃タイフーン
406,スキルカード22,0,4,0,1,0,0,0,354,ショックスタンプ
407,スキルカード23,0,4,0,1,0,0,0,355,盗難の風
408,スキルカード24,0,4,0,1,0,0,0,404,プラズマボール
409,スキルカード25,0,4,0,1,0,0,0,455,天光の舞
410,スキルカード26,0,4,0,1,0,0,0,452,破邪の弓撃
411,スキルカード27,0,4,0,1,0,0,0,504,チェンジリング
412,スキルカード28,0,4,0,1,0,0,0,507,ダークアロー
413,スキルカード29,0,4,0,1,0,0,0,506,ロストクライシス
414,スキルカード30,0,4,0,1,0,0,0,605,三魂七魄の離散
415,スキルカード31,0,4,0,1,0,0,0,553,毒矢
416,スキルカード32,0,4,0,1,0,0,0,655,真空破断拳
417,スキルカード33,0,4,0,1,0,0,0,656,メテオインパクト
418,スキルカード34,0,4,0,1,0,0,0,664,ブレイクショット
419,スキルカード35,0,4,0,1,0,0,0,666,チャージングスタン
420,スキルカード36,0,4,0,1,0,0,0,706,奈落の花
421,スキルカード37,0,4,0,1,0,0,0,707,セントエルモの火
422,スキルカード38,0,4,0,1,0,0,0,753,ダンシングライン
423,スキルカード39,0,4,0,1,0,0,0,34,トライエフェクト
424,スキルカード40,0,4,0,1,0,0,0,37,天神の加護
425,スキルカード41,0,4,0,1,0,0,0,38,四神の加護
426,スキルカード42,0,4,0,1,0,0,0,116,フラッシュオーバー
427,スキルカード43,35000,4,0,1,0,0,0,111,インフェルノ
428,スキルカード44,35000,4,0,1,0,0,0,162,コールドレイン
429,スキルカード45,0,4,0,1,0,0,0,165,レイジィミスト
430,スキルカード46,0,4,0,1,0,0,0,212,彩光百花
431,スキルカード47,0,4,0,1,0,0,0,213,ミストフォッグ
432,スキルカード48,0,4,0,1,0,0,0,264,ジュエリーストーム
433,スキルカード49,0,4,0,1,0,0,0,313,クロームレイ
434,スキルカード50,0,4,0,1,0,0,0,363,スマッシュスピン
435,スキルカード51,35000,4,0,1,0,0,0,405,雷帝インディグネイト
436,スキルカード52,0,4,0,1,0,0,0,410,疾風迅雷
437,スキルカード53,0,4,0,1,0,0,0,407,サンダーフォース
438,スキルカード54,0,4,0,1,0,0,0,460,スターフレア
439,スキルカード55,0,4,0,1,0,0,0,511,ラプラスの目
440,スキルカード56,0,4,0,1,0,0,0,610,ゴーストウェーブ
441,スキルカード57,0,4,0,1,0,0,0,611,ラヴォルペイン
442,スキルカード58,0,4,0,1,0,0,0,555,ポイズンボム
443,スキルカード59,35000,4,0,1,0,0,0,670,ギガンティック
444,スキルカード60,0,4,0,1,0,0,0,716,アンノウンフレア
445,スキルカード61,0,4,0,1,0,0,0,712,グラビティブラスト
446,スキルカード62,0,4,0,1,0,0,0,756,ウルトラハイトーン
447,スキルカード63,0,4,0,1,0,0,0,41,神羅結界
448,スキルカード64,15000,4,0,1,0,0,0,42,バリアオプション
449,スキルカード65,15000,4,0,1,0,0,0,47,無我の境地
450,スキルカード66,0,4,0,1,0,0,0,54,足止め
451,スキルカード67,0,4,0,1,0,0,0,121,テルミット
452,スキルカード68,0,4,0,1,0,0,0,173,干ばつ
453,スキルカード69,0,4,0,1,0,0,0,366,突風
454,スキルカード70,15000,4,0,1,0,0,0,461,フィールドバリア
455,スキルカード71,15000,4,0,1,0,0,0,462,フィールドプロテクト
456,スキルカード72,15000,4,0,1,0,0,0,463,幸運の虹
457,スキルカード73,0,4,0,1,0,0,0,468,閃光弾
458,スキルカード74,0,4,0,1,0,0,0,513,シャークトレード
459,スキルカード75,0,4,0,1,0,0,0,518,甘い悪夢
460,スキルカード76,0,4,0,1,0,0,0,618,後ろの正面
461,スキルカード77,0,4,0,1,0,0,0,561,ミアズマ
462,スキルカード78,0,4,0,1,0,0,0,718,六根清浄
463,スキルカード79,0,4,0,1,0,0,0,762,アップビート
464,スキルカード80,0,4,0,1,0,0,0,776,クレーム
465,スキルカード81,15000,4,0,1,0,0,0,127,一符・炎
466,スキルカード82,15000,4,0,1,0,0,0,179,二符・水
467,スキルカード83,15000,4,0,1,0,0,0,233,三符・自然
468,スキルカード84,15000,4,0,1,0,0,0,273,四符・大地
469,スキルカード85,15000,4,0,1,0,0,0,327,五符・鋼鉄
470,スキルカード86,15000,4,0,1,0,0,0,375,六符・風
471,スキルカード87,15000,4,0,1,0,0,0,421,七符・雷
472,スキルカード88,15000,4,0,1,0,0,0,474,八符・光
473,スキルカード89,15000,4,0,1,0,0,0,524,九符・闇
474,スキルカード90,15000,4,0,1,0,0,0,623,十符・冥
475,スキルカード91,15000,4,0,1,0,0,0,566,十一符・毒
476,スキルカード92,15000,4,0,1,0,0,0,680,十二符・闘
477,スキルカード93,15000,4,0,1,0,0,0,741,十三符・幻
478,スキルカード94,15000,4,0,1,0,0,0,782,十四符・音
479,スキルカード95,0,255,0,0,1,0,0,0,スキルカード９５。
480,スキルカード96,0,255,0,0,1,0,0,0,スキルカード９６。
481,スキルカード97,0,255,0,0,1,0,0,0,スキルカード９７。
482,スキルカード98,0,255,0,0,1,0,0,0,スキルカード９８。
483,スキルカード99,0,255,0,0,1,0,0,0,スキルカード９９。
484,スキルカード100,0,255,0,0,1,0,0,0,スキルカード１００。
485,スキルカード101,0,255,0,0,1,0,0,0,スキルカード１０１。
486,スキルカード102,0,255,0,0,1,0,0,0,スキルカード１０２。
487,スキルカード103,0,255,0,0,1,0,0,0,スキルカード１０３。
488,スキルカード104,0,255,0,0,1,0,0,0,スキルカード１０４。
489,スキルカード105,0,255,0,0,1,0,0,0,スキルカード１０５。
490,スキルカード106,0,255,0,0,1,0,0,0,スキルカード１０６。
491,スキルカード107,0,255,0,0,1,0,0,0,スキルカード１０７。
492,スキルカード108,0,255,0,0,1,0,0,0,スキルカード１０８。
493,スキルカード109,0,255,0,0,1,0,0,0,スキルカード１０９。
494,スキルカード110,0,255,0,0,1,0,0,0,スキルカード１１０。
495,スキルカード111,0,255,0,0,1,0,0,0,スキルカード１１１。
496,スキルカード112,0,255,0,0,1,0,0,0,スキルカード１１２。
497,スキルカード113,0,255,0,0,1,0,0,0,スキルカード１１３。
498,スキルカード114,0,255,0,0,1,0,0,0,スキルカード１１４。
499,スキルカード115,0,255,0,0,1,0,0,0,スキルカード１１５。
500,スキルカード116,0,255,0,0,1,0,0,0,スキルカード１１６。
501,スキルカード117,0,255,0,0,1,0,0,0,スキルカード１１７。
502,スキルカード118,0,255,0,0,1,0,0,0,スキルカード１１８。
503,スキルカード119,0,255,0,0,1,0,0,0,スキルカード１１９。
504,スキルカード120,0,255,0,0,1,0,0,0,スキルカード１２０。
505,スキルカード121,0,255,0,0,1,0,0,0,スキルカード１２１。
506,スキルカード122,0,255,0,0,1,0,0,0,スキルカード１２２。
507,スキルカード123,0,255,0,0,1,0,0,0,スキルカード１２３。
508,スキルカード124,0,255,0,0,1,0,0,0,スキルカード１２４。
509,スキルカード125,0,255,0,0,1,0,0,0,スキルカード１２５。
510,スキルカード126,0,255,0,0,1,0,0,0,スキルカード１２６。
511,スキルカード127,0,255,0,0,1,0,0,0,スキルカード１２７。
512,スキルカード128,0,255,0,0,1,0,0,0,スキルカード１２８。
513,Item513,0,255,0,0,1,0,0,0,Item５１３。
514,Item514,0,255,0,0,1,0,0,0,Item５１４。
515,Item515,0,255,0,0,1,0,0,0,Item５１５。
516,Item516,0,255,0,0,1,0,0,0,Item５１６。
517,集弾の薬,500,255,0,0,1,0,0,0,戦闘中の人形の集弾を上げる。\n交換すると元に戻る。\n未実装。
518,集防の薬,550,255,0,0,1,0,0,0,戦闘中の人形の集防を上げる。\n交換すると元に戻る。\n未実装。
519,俊敏の薬,350,255,0,0,1,0,0,0,戦闘中の人形の俊敏を上げる。\n交換すると元に戻る。\n未実装。
520,散弾の薬,350,255,0,0,1,0,0,0,戦闘中の人形の散弾を上げる。\n交換すると元に戻る。\n未実装。
521,散防の薬,350,255,0,0,1,0,0,0,戦闘中の人形の散防を上げる。\n交換すると元に戻る。\n未実装。
522,命中の薬,950,255,0,0,1,0,0,0,戦闘中の人形の命中を上げる。\n交換すると元に戻る。\n未実装。
523,心眼の薬,650,255,0,0,1,0,0,0,戦闘中の人形の○○を上げる。\n交換すると元に戻る。\n未実装。
524,不干渉の薬,700,255,0,0,1,0,0,0,戦闘中５ターンの間 味方の能力を下げられなくする。\n未実装。
525,雛人形,1000,5,1,0,1,0,0,0,野良人形の注意を引き戦闘から必ず逃げられるようにする。
526,Item526,0,255,1,0,1,0,0,0,Item５２６。
527,Item527,0,255,1,0,1,0,0,0,Item５２７。
528,Item528,0,255,1,0,1,0,0,0,Item５２８。
529,Item529,0,255,1,0,1,0,0,0,Item５２９。
530,Item530,0,255,1,0,1,0,0,0,Item５３０。
531,封印の糸,200,5,1,0,1,0,0,0,人形の封印に使用する頑丈な糸。
532,契約の糸,600,5,1,0,1,0,0,0,封印の糸より人形を封印しやすくなった少し性能の良い糸。
533,誓約の糸,1200,5,1,0,1,0,0,0,契約の糸より人形を封印しやすくなったかなり性能のよい糸。
534,運命の糸,10,5,1,0,1,0,0,0,どんな人形も封印する事のできる最高性能の糸。
535,Item535,0,255,1,0,1,0,0,0,Item５３５。
536,Item536,0,255,1,0,1,0,0,0,Item５３６。
537,Item537,0,255,1,0,1,0,0,0,Item５３７。
538,Item538,0,255,1,0,1,0,0,0,Item５３８。
539,Item539,0,255,1,0,1,0,0,0,Item５３９。
540,Item540,0,255,1,0,1,0,0,0,Item５４０。
541,Item541,0,255,1,0,1,0,0,0,Item５４１。
542,Item542,0,255,1,0,1,0,0,0,Item５４２。
543,Item543,0,255,1,0,1,0,0,0,Item５４３。
544,Item544,0,255,1,0,1,0,0,0,Item５４４。
545,Item545,0,255,1,0,1,0,0,0,Item５４５。
546,Item546,0,255,1,0,1,0,0,0,Item５４６。
547,Item547,0,255,1,0,1,0,0,0,Item５４７。
548,Item548,0,255,1,0,1,0,0,0,Item５４８。
549,Item549,0,255,1,0,1,0,0,0,Item５４９。
550,Item550,0,255,1,0,1,0,0,0,Item５５０。
551,Item551,0,255,1,0,1,0,0,0,Item５５１。
552,Item552,0,255,1,0,1,0,0,0,Item５５２。
553,Item553,0,255,1,0,1,0,0,0,Item５５３。
554,Item554,0,255,1,0,1,0,0,0,Item５５４。
555,Item555,0,255,1,0,1,0,0,0,Item５５５。
556,Item556,0,255,1,0,1,0,0,0,Item５５６。
557,Item557,0,255,1,0,1,0,0,0,Item５５７。
558,Item558,0,255,1,0,1,0,0,0,Item５５８。
559,Item559,0,255,1,0,1,0,0,0,Item５５９。
560,Item560,0,255,1,0,1,0,0,0,Item５６０。
561,Item561,0,255,1,0,1,0,0,0,Item５６１。
562,Item562,0,255,1,0,1,0,0,0,Item５６２。
563,Item563,0,255,1,0,1,0,0,0,Item５６３。
564,Item564,0,255,1,0,1,0,0,0,Item５６４。
565,Item565,0,255,1,0,1,0,0,0,Item５６５。
566,Item566,0,255,1,0,1,0,0,0,Item５６６。
567,Item567,0,255,1,0,1,0,0,0,Item５６７。
568,Item568,0,255,1,0,1,0,0,0,Item５６８。
569,Item569,0,255,1,0,1,0,0,0,Item５６９。
570,Item570,0,255,1,0,1,0,0,0,Item５７０。
571,Item571,0,255,1,0,1,0,0,0,Item５７１。
572,Item572,0,255,1,0,1,0,0,0,Item５７２。
573,Item573,0,255,1,0,1,0,0,0,Item５７３。
574,Item574,0,255,1,0,1,0,0,0,Item５７４。
575,Item575,0,255,1,0,1,0,0,0,Item５７５。
576,Item576,0,255,1,0,1,0,0,0,Item５７６。
577,人形図鑑,0,6,0,0,0,0,0,0,幻想郷に発生した人形について書かれた図鑑。
578,アリスへの届け物,0,6,0,0,0,0,0,0,アリスと言う人物への届け物。\n森にいるらしい。
579,幻想郷之地図,0,6,0,1,0,0,0,0,幻想郷の地図。
580,人形箱,0,6,0,0,0,0,0,0,欠片状態の人形を入れておく箱。\n阿求人形があるところで開けられる。
581,自転車,0,6,0,1,0,0,0,0,速く走る事の出来る折り畳み式の自転車。\nSELECTボタンでも乗ることができる。
582,木こり人形,0,6,0,0,0,0,0,0,細い樹木を切る事が出来る人形。\nこれは自立していないようだ。
583,怪力グローブ,0,6,0,0,0,0,0,0,岩を砕く事が出来るグローブ。
584,ゴムボート,0,6,0,1,0,0,0,0,川などを渡る際に使用するボート。
585,スキマップ,0,6,0,1,0,0,0,0,知っている場所に移動できる幻想郷の地図。
586,Item586,0,255,0,0,0,0,0,0,Item５８６。
587,Item587,0,255,0,0,0,0,0,0,Item５８７。
588,Item588,0,255,0,0,0,0,0,0,Item５８８。
589,Item589,0,255,0,0,0,0,0,0,Item５８９。
590,桃のかんざし,0,6,0,0,0,0,0,0,華扇の無くし物。\n無くし物は これの他に後３つ。\n全部見つけたら 華扇のところへ行こう。
591,戌笛,0,6,0,0,0,0,0,0,華扇の無くし物。\n無くし物は これの他に後３つ。\n全部見つけたら 華扇のところへ行こう。
592,申の腰掛,0,6,0,0,0,0,0,0,華扇の無くし物。\n無くし物は これの他に後３つ。\n全部見つけたら 華扇のところへ行こう。
593,四条流庖丁道,0,6,0,0,0,0,0,0,華扇の無くし物。\n無くし物は これの他に後３つ。\n全部見つけたら 華扇のところへ行こう。
594,Item594,0,255,0,0,0,0,0,0,Item５９４。
595,Item595,0,255,0,0,0,0,0,0,Item５９５。
596,Item596,0,255,0,0,0,0,0,0,Item５９６。
597,Item597,0,255,0,0,0,0,0,0,Item５９７。
598,Item598,0,255,0,0,0,0,0,0,Item５９８。
599,Item599,0,255,0,0,0,0,0,0,Item５９９。
600,Item600,0,255,0,0,0,0,0,0,Item６００。
601,Item601,0,255,0,0,0,0,0,0,Item６０１。
602,Item602,0,255,0,0,0,0,0,0,Item６０２。
603,Item603,0,255,0,0,0,0,0,0,Item６０３。
604,Item604,0,255,0,0,0,0,0,0,Item６０４。
605,Item605,0,255,0,0,0,0,0,0,Item６０５。
606,Item606,0,255,0,0,0,0,0,0,Item６０６。
607,Item607,0,255,0,0,0,0,0,0,Item６０７。
608,Item608,0,255,0,0,0,0,0,0,Item６０８。
609,Item609,0,255,0,0,0,0,0,0,Item６０９。
610,Item610,0,255,0,0,0,0,0,0,Item６１０。
611,Item611,0,255,0,0,0,0,0,0,Item６１１。
612,Item612,0,255,0,0,0,0,0,0,Item６１２。
613,Item613,0,255,0,0,0,0,0,0,Item６１３。
614,Item614,0,255,0,0,0,0,0,0,Item６１４。
615,Item615,0,255,0,0,0,0,0,0,Item６１５。
616,Item616,0,255,0,0,0,0,0,0,Item６１６。
617,Item617,0,255,0,0,0,0,0,0,Item６１７。
618,Item618,0,255,0,0,0,0,0,0,Item６１８。
619,Item619,0,255,0,0,0,0,0,0,Item６１９。
620,Item620,0,255,0,0,0,0,0,0,Item６２０。
621,Item621,0,255,0,0,0,0,0,0,Item６２１。
622,Item622,0,255,0,0,0,0,0,0,Item６２２。
623,Item623,0,255,0,0,0,0,0,0,Item６２３。
624,Item624,0,255,0,0,0,0,0,0,Item６２４。
625,Item625,0,255,0,0,0,0,0,0,Item６２５。
626,Item626,0,255,0,0,0,0,0,0,Item６２６。
627,Item627,0,255,0,0,0,0,0,0,Item６２７。
628,Item628,0,255,0,0,0,0,0,0,Item６２８。
629,Item629,0,255,0,0,0,0,0,0,Item６２９。
630,Item630,0,255,0,0,0,0,0,0,Item６３０。
631,Item631,0,255,0,0,0,0,0,0,Item６３１。
632,Item632,0,255,0,0,0,0,0,0,Item６３２。
633,Item633,0,255,0,0,0,0,0,0,Item６３３。
634,Item634,0,255,0,0,0,0,0,0,Item６３４。
635,Item635,0,255,0,0,0,0,0,0,Item６３５。
636,Item636,0,255,0,0,0,0,0,0,Item６３６。
637,Item637,0,255,0,0,0,0,0,0,Item６３７。
638,Item638,0,255,0,0,0,0,0,0,Item６３８。
639,Item639,0,255,0,0,0,0,0,0,Item６３９。
640,Item640,0,255,0,0,0,0,0,0,Item６４０。
641,Item641,0,255,0,0,0,0,0,0,Item６４１。
642,Item642,0,255,0,0,0,0,0,0,Item６４２。
643,Item643,0,255,0,0,0,0,0,0,Item６４３。
644,Item644,0,255,0,0,0,0,0,0,Item６４４。
645,Item645,0,255,0,0,0,0,0,0,Item６４５。
646,Item646,0,255,0,0,0,0,0,0,Item６４６。
647,Item647,0,255,0,0,0,0,0,0,Item６４７。
648,Item648,0,255,0,0,0,0,0,0,Item６４８。
